Product Name,Quantity,Avg. SP,Curr. SP,Retail Value,Ratio,Department
CDF CHOCOLATE TORSADE 120G,127.00,1.30,1.55,165.10,0.04%,Inshore Bakery
CDF CROISSANT BUTTER 70G,561.00,0.88,1.10,493.36,0.12%,Inshore Bakery
CDF DEMI BAG MALT GRAIN 150G,110.00,0.78,0.89,85.25,0.02%,Inshore Bakery
CDF DONUT ICED MIXED 60G,47.00,1.20,1.20,56.40,0.01%,Inshore Bakery
CDF DONUT RING LARGE 65G,100.00,0.75,0.75,75.00,0.02%,Inshore Bakery
CDF KAISER ROLL POPPY 65G,7.00,0.65,0.65,4.55,0.00%,Inshore Bakery
CDF L'ARTISANE 300G,14.00,2.10,2.10,29.40,0.01%,Inshore Bakery
CDF LE PARISIEN 440G,27.00,1.85,1.95,49.95,0.01%,Inshore Bakery
CDF LE PROVENCAL 440G,26.00,1.85,1.85,48.10,0.01%,Inshore Bakery
CDF LE TWIST 149G,1.00,2.10,2.10,2.10,0.00%,Inshore Bakery
CDF MAPLE PECAN PLAIT 95G,266.00,1.30,1.55,345.80,0.08%,Inshore Bakery
CDF MIDI JAM DONUT 58G,41.00,2.20,2.20,90.20,0.02%,Inshore Bakery
CDF MINI APPLE PIES 57G,3.00,2.00,2.00,6.00,0.00%,Inshore Bakery
CDF MUFFIN B/BERRY YOGURT 125G,18.00,1.65,1.65,29.70,0.01%,Inshore Bakery
CDF MUFFIN BBERRY WRAPPED 120G,58.00,1.00,1.00,58.00,0.01%,Inshore Bakery
CDF MUFFIN DBL CHOC WRAPP 102G,27.00,1.00,1.00,27.00,0.01%,Inshore Bakery
CDF PAIN AUX RAISIN 110G,198.00,1.35,1.35,267.30,0.06%,Inshore Bakery
CDF PARISIEN WHOLEMEAL 400G,2.00,1.75,1.75,3.50,0.00%,Inshore Bakery
CDF PETIT PAIN BROWN 80G,169.00,0.65,0.68,109.85,0.03%,Inshore Bakery
CDF PETIT PAIN LONG WHITE 80G,175.00,0.49,0.50,85.10,0.02%,Inshore Bakery
CDF PREMIUM SCONE PLAIN 105G,137.00,0.95,0.94,130.15,0.03%,Inshore Bakery
CDF RING DOUGNUTS,19.00,2.20,2.20,41.80,0.01%,Inshore Bakery
CDF WHEATEN LOAF 400G,3.00,1.70,1.80,5.10,0.00%,Inshore Bakery
HIESTAND APPLE TURNOVER 100G,40.00,1.00,1.10,40.00,0.01%,Inshore Bakery
HOMEMADE CARAMEL SLICE,3.00,2.00,2.00,6.00,0.00%,Inshore Bakery
LE CROISSANT 60G,192.00,0.90,1.00,173.65,0.04%,Inshore Bakery
MCNAMEES LOAF WHEATEN 400G,12.00,1.60,1.60,19.20,0.00%,Inshore Bakery
OTIS BOSTON CREME DONUT,3.00,1.50,1.50,4.50,0.00%,Inshore Bakery
OTIS CHOC RING DONUT,161.00,1.50,1.50,241.50,0.06%,Inshore Bakery
OTIS JAM FILLED DONUT,1.00,1.50,1.50,1.50,0.00%,Inshore Bakery
OTIS SUPREME COOKIES,61.00,1.50,1.50,91.50,0.02%,Inshore Bakery
RAINBOW CRUNCH DONUT,43.00,1.50,1.50,64.50,0.02%,Inshore Bakery
ROCKY ROAD,21.00,1.50,1.50,31.50,0.01%,Inshore Bakery
THE ELITE BROWN SODA,17.00,2.00,2.00,34.00,0.01%,Inshore Bakery
THE ELITE SOFT ROLL,111.00,0.70,0.70,77.70,0.02%,Inshore Bakery
THE ELITE VIENNA ROLL,1.00,1.85,1.85,1.85,0.00%,Inshore Bakery
CDF BATCH CRUSTY ROLL WHT 90G,480.00,0.55,0.60,264.00,0.06%,Bread
CDF DEMI BAGUETTE HINGE 140G,1004.00,0.60,0.70,603.10,0.14%,Bread
CDF PARISIEN 440G,1.00,1.75,1.95,1.75,0.00%,Bread
CDF PARISIENN RUSTIQUE 440G,1.00,2.10,2.20,2.10,0.00%,Bread
CDF VIENNA WHITE BLOOMER 460G,10.00,1.90,2.10,19.00,0.00%,Bread
CDF APPLE&CUST TRELLIS 95G,4.00,1.30,1.30,5.20,0.00%,Cakes
CDF CHERRY/ALMOND CROQ 115G,43.00,1.90,1.90,81.70,0.02%,Cakes
CDF CHOC CROISSANT 95G,11.00,1.80,1.90,19.80,0.00%,Cakes
CDF DANISH ASSORT 90G,84.00,1.30,1.30,109.20,0.03%,Cakes
CDF DONUT JAM LARGE 102G,369.00,0.75,0.75,276.75,0.07%,Cakes
CDF MUFFIN CLASSIC CHOC 125G,46.00,1.65,1.75,75.90,0.02%,Cakes
CDF PAIN AUX CHOCOLATE 75G,218.00,1.10,1.10,239.80,0.06%,Cakes
LE RAISIN 110G,15.00,1.45,1.55,21.75,0.01%,Cakes
INSOMNIA COFFEE,6126.00,2.00,2.20,12252.00,2.89%,Tea/Coffee
INSOMNIA GRANDE COFFEE,3267.00,2.50,2.70,8167.50,1.93%,Tea/Coffee
INSOMNIA GRANDE TEA,299.00,2.50,2.70,747.50,0.18%,Tea/Coffee
INSOMNIA TALL TEA,681.00,2.00,2.20,1362.00,0.32%,Tea/Coffee
PAPER CUP,30.00,0.30,0.30,9.00,0.00%,Tea/Coffee
BACARDI BREEZER ORANGE 275ML,2.00,2.60,2.65,5.20,0.00%,Beer
BAVARIA BTL 6PK 0 ABV 330MLX6,3.00,6.99,6.99,20.97,0.00%,Beer
BIRRA MORETTI 330MLX4,5.00,7.99,7.99,39.95,0.01%,Beer
BLACK DONKEY  IPA 500ML,4.00,3.50,3.50,14.00,0.00%,Beer
BOYNE BREWHOUSE SESSION 500MLX,1.00,3.29,3.39,3.29,0.00%,Beer
BREEZER ORANGE 700ML,3.00,6.99,6.99,20.97,0.00%,Beer
BULMERS CLOUDY LEMON FL 500MLX,12.00,8.00,8.00,96.00,0.02%,Beer
CANADIAN BOTTLE 12PK 330MLX12,2.00,12.00,12.00,24.00,0.01%,Beer
CARLSBERG CAN 4.3 STD 500ML,78.00,1.85,1.89,144.30,0.03%,Beer
COBRA 0%,6.00,6.99,6.99,41.94,0.01%,Beer
COBRA BTL 12PK 4.8 330MLX12,2.00,15.00,15.00,30.00,0.01%,Beer
COORS LGT BTL 6PK 4.3 330MLX6,7.00,11.59,11.59,81.13,0.02%,Beer
CORONA EXTRA  BTL 2X12PK 355ML,9.00,19.78,22.00,178.00,0.04%,Beer
CORONA LGT BTL 12PK 355ML 355M,7.00,20.00,16.00,140.00,0.03%,Beer
CORONA LIGHT 355ML,2.00,2.15,2.15,4.30,0.00%,Beer
CRABBIES ORIGINAL GINGER 500ML,12.00,3.69,3.69,44.28,0.01%,Beer
CREANS IRISH LARGER,2.00,8.50,8.50,17.00,0.00%,Beer
DEVILS BIT CAN FL 4FOR6 500MLX,41.00,6.00,6.00,246.00,0.06%,Beer
DRUIDS 4PK FL 5.50 500MLX4,5.00,5.50,5.50,27.50,0.01%,Beer
DUTCH GOLD 8PK NON FLASHE 500M,4.00,9.69,9.69,38.76,0.01%,Beer
ERDINGER HEFE 500ML,7.00,2.79,2.79,19.53,0.00%,Beer
ESTRELLA DAMM BTL 4PK 330MLX4,1.00,7.99,7.99,7.99,0.00%,Beer
ESTRELLA GALICIA 6PK CAN 500ML,17.00,8.50,10.00,144.50,0.03%,Beer
FAT FROG 700ML,3.00,4.99,5.50,14.97,0.00%,Beer
FOXES ROCK PALE 500MLX12,2.00,3.25,3.25,6.50,0.00%,Beer
FOXES ROCK RED ALE 500MLX12,1.00,3.25,2.89,3.25,0.00%,Beer
FRIAR WEISSE CAN 330ML 330MLX2,8.00,2.50,2.50,20.00,0.00%,Beer
GROLSCH CAN 500ML,33.00,1.90,1.90,62.70,0.01%,Beer
GUINNESS DRT CAN 24PK 500MLX24,36.00,2.75,2.75,99.00,0.02%,Beer
GUINNESS EX S BTL 4PK 500 500M,3.00,10.50,10.99,31.50,0.01%,Beer
HACKENBERG CAN FL 5.49 500MLX4,3.00,5.49,5.49,16.47,0.00%,Beer
HEADLESS DOG 500MLX12,6.00,3.39,3.39,20.34,0.00%,Beer
HEINEKEN BTL 20PK 330MLX20,5.00,25.00,25.00,125.00,0.03%,Beer
HEINEKEN BTL 4.3 6PK 330MLX6,25.00,10.00,10.00,250.00,0.06%,Beer
HEINEKEN LGT CAN 4PK 500MLX4,1.00,8.50,8.50,8.50,0.00%,Beer
HOLLOW ALC GINGER BEER 500MLX8,8.00,4.29,4.29,34.32,0.01%,Beer
HOP HOUSE 13 330MLX4,16.00,8.00,8.00,128.00,0.03%,Beer
HOP HOUSE 13 500ML,4.00,3.00,3.00,12.00,0.00%,Beer
JACK SLATTERYS CIDER CAN 500ML,40.00,1.49,1.49,59.60,0.01%,Beer
KALNAPILIS 500ML,5.00,2.39,2.39,11.95,0.00%,Beer
KARPACKIE 4PK CANS NF 500MLX4,1.00,5.99,5.99,5.99,0.00%,Beer
KILKENNY DRT CAN 24PK 500MLX24,8.00,2.60,2.60,20.80,0.00%,Beer
KOPPARB MIX FRUIT BTL 4PK 330M,2.00,9.99,9.99,19.98,0.00%,Beer
KOPPARB MIXFR BTL 15PK 4 500ML,15.00,3.49,3.39,52.35,0.01%,Beer
KOPPARB STRAW LIME BTL 15 500M,16.00,3.49,3.39,55.84,0.01%,Beer
LEFFE BLONDE BTL 4PK 330MLX4,16.00,8.00,8.00,128.00,0.03%,Beer
MCGARGLES NEDS IPA 500ML,7.00,3.50,3.50,24.50,0.01%,Beer
MCGARGLES SAMPLER PACK 330MLX4,1.00,8.09,8.09,8.09,0.00%,Beer
MILLER BTL 300ML 15PK 300MLX15,8.00,21.00,21.00,168.00,0.04%,Beer
OHARAS 51ST STATE IPA 500MLX12,3.00,3.19,3.19,9.57,0.00%,Beer
OUTCIDER CAN 24PK 500MLX24,23.00,2.19,2.30,50.37,0.01%,Beer
OUTCIDER CAN 8PK 500MLX8,6.00,13.33,13.99,79.98,0.02%,Beer
PERONI NASTRO AZZURRO 660ML,7.00,3.75,3.86,26.25,0.01%,Beer
PRAZSKY CAN 500MLX24,6.00,1.45,1.45,8.70,0.00%,Beer
ROSIES DEW FL 4 FOR 5 500MLX4X,17.00,5.00,5.00,85.00,0.02%,Beer
SCHNEIDER WEISSE AVENT BT 500M,4.00,3.45,3.45,13.80,0.00%,Beer
SKINNY LAGER 4 PACK,2.00,7.99,7.99,15.98,0.00%,Beer
SMIRNOFF ICE 4 700ML,1.00,7.99,7.99,7.99,0.00%,Beer
SMITHWICK CAN 4PK FL7.50 500ML,19.00,7.50,7.50,142.50,0.03%,Beer
SMITHWICKS PALE ALE 500MLX12,1.00,2.79,2.79,2.79,0.00%,Beer
SOL BTL 6PK 330MLX6,2.00,9.99,9.99,19.98,0.00%,Beer
SPATEN MUNCHEN 500MLX20,3.00,2.49,2.49,7.47,0.00%,Beer
ST AUSTELLS PROPER JOB 500MLX1,7.00,3.39,3.39,23.73,0.01%,Beer
STAROPRAMEN NRB 500ML,16.00,2.80,2.80,44.80,0.01%,Beer
STONEWELL MED DRY CIDER 500MLX,1.00,4.49,4.49,4.49,0.00%,Beer
SVYTURYS EKSTRA 500ML,6.00,2.29,2.29,13.74,0.00%,Beer
SVYTURYS EKSTRA 568ML,4.00,2.55,2.55,10.20,0.00%,Beer
SVYTURYS EXTRA DRAUGHT 500ML,19.00,2.49,2.49,47.31,0.01%,Beer
TYSKIE BTL 20PK 500ML 500MLX,39.00,2.29,2.29,89.31,0.02%,Beer
UTENOS UTENA LAGER 500ML,4.00,2.35,2.35,9.40,0.00%,Beer
WKD BLUE BTL 4 275ML  2,6.00,1.99,2.09,11.94,0.00%,Beer
WKD BLUE BTL 700ML  6,14.00,7.49,7.49,104.86,0.02%,Beer
ZYWIEC BTL 20PK 500ML 500MLX20,7.00,2.70,2.70,18.90,0.00%,Beer
BAVARIA CAN 4PK 500MLX4,16.00,5.75,6.00,92.00,0.02%,Beer
BEAMISH DRT CAN 4PK 500MLX4,2.00,8.50,8.50,17.00,0.00%,Beer
CARLING CAN 4FOR 5.00 500MLX4,35.00,5.00,5.00,175.00,0.04%,Beer
DESPERADOS 4PK CAN 500MLX4,1.00,11.00,11.50,11.00,0.00%,Beer
DUTCH GOLD FL 4 FOR 5 500MLX4,9.00,5.00,5.00,45.00,0.01%,Beer
GUINNESS 4PK CAN 500MLX4,50.00,7.50,7.50,375.00,0.09%,Beer
HACKENBERG CAN FL 5.99 500MLX4,30.00,5.99,5.99,179.70,0.04%,Beer
KARPACKIE FL 4 FOR 5.50 500MLX,45.00,5.50,5.50,247.50,0.06%,Beer
LOMZA EXPORT CAN 4 PACK 500MLX,18.00,9.00,9.00,162.00,0.04%,Beer
PRAZSKY FL 4 FOR 5.00 500MLX,47.00,5.00,5.00,235.00,0.06%,Beer
STARBERG LAGER 4PK CAN 500MLX4,8.00,5.00,5.00,40.00,0.01%,Beer
TUBORG CAN FL 4F5 500MLX4,36.00,5.00,5.00,180.00,0.04%,Beer
BAVARIA CAN 6PK 500MLX6,6.00,8.50,8.50,51.00,0.01%,Beer
BUDWEISER CAN 6PK FL 10 500MLX,38.00,10.00,10.00,380.00,0.09%,Beer
CARLSBERG 6PK CAN FL 10 500MLX,24.00,10.00,10.00,240.00,0.06%,Beer
FOSTERS CAN 6PK 500MLX6,8.00,9.99,10.50,79.92,0.02%,Beer
BAVARIA CR CAN 8PK 500MLX,28.00,10.91,11.50,305.50,0.07%,Beer
BUDWEISER CAN 8PK 500MLX,39.00,12.00,13.00,468.00,0.11%,Beer
BULMERS CAN 8PK 500MLX,37.00,13.00,11.00,481.00,0.11%,Beer
CANADIAN CAN 8PK 500MLX8,11.00,11.00,12.00,121.00,0.03%,Beer
CARLING CAN 8FOR10.00 500MLX8,19.00,10.00,10.00,190.00,0.04%,Beer
CARLSBERG CAN 8PK 500MLX,67.00,11.00,11.00,737.00,0.17%,Beer
COORS LGT CAN 8PK 500MLX,57.00,14.50,14.50,826.50,0.19%,Beer
DEVILS BIT CAN 8PK 500MLX8,10.00,12.00,12.00,120.00,0.03%,Beer
DRUIDS 8PK CAN 500MLX8,10.00,12.09,12.50,120.90,0.03%,Beer
DUTCH GOLD FL 8 FOR 9 500MLX,6.00,9.00,9.00,54.00,0.01%,Beer
GUINNESS DRT CAN 8PK 500MLX8,49.00,14.14,14.99,693.00,0.16%,Beer
HEINEKEN 8PK 500MLX,76.00,14.50,13.00,1102.00,0.26%,Beer
MILLER CAN 8PK 500MLX8,2.00,14.00,14.00,28.00,0.01%,Beer
SMITHWICK CAN 8PK 500MLX8,17.00,13.71,14.99,233.00,0.05%,Beer
BARTLEYS S'BERRY BEER 500ML,2.00,3.50,3.50,7.00,0.00%,Beer
BLACKS BLACK IPA 500ML,1.00,3.50,3.50,3.50,0.00%,Beer
BLACKS HI VIZ 500ML,1.00,4.45,4.45,4.45,0.00%,Beer
BLACKS KPA 500ML 500MLX12,3.00,3.45,3.45,10.35,0.00%,Beer
BLACKS ROCKETSHIP CANS 330ML,5.00,2.80,2.80,14.00,0.00%,Beer
CHIEFTAIN IPA CAN 330ML 330MLX,9.00,2.75,2.75,24.75,0.01%,Beer
CLEVERMAN 12FT UNDER ALE 500ML,6.00,3.65,3.65,21.90,0.01%,Beer
CLEVERMAN TANK PALE ALE 500ML,5.00,3.59,3.59,17.95,0.00%,Beer
CUTE HOOR 500ML,2.00,3.19,3.19,6.38,0.00%,Beer
DUBLIN BLONDE LAGER 330MLX24,4.00,2.99,2.99,11.96,0.00%,Beer
FOXES ROCK IPA 500MLX12,4.00,2.79,2.89,11.16,0.00%,Beer
GALWAY HOOKER IPA,5.00,3.70,3.70,18.50,0.00%,Beer
GALWAY HOOKER IRISH PALE 500ML,6.00,3.50,3.50,21.00,0.01%,Beer
MACIVORS DRY CIDER 500MLX12,4.00,3.65,3.65,14.60,0.00%,Beer
MACIVORS MEDIUM CIDER 500MLX12,2.00,3.75,3.75,7.50,0.00%,Beer
MCGARGLES COUSIN ROSIES P 500M,11.00,3.39,3.29,37.29,0.01%,Beer
MCGARGLES DARRAGHS IPA 500ML,1.00,3.39,3.39,3.39,0.00%,Beer
MCGARGLES FRANCIS BIG BAN 500M,28.00,3.79,3.79,106.12,0.03%,Beer
MCGARGLES TT WILDBERRY 500MLX1,4.00,3.59,3.59,14.36,0.00%,Beer
OBROTHER SINNER 500ML,8.00,3.80,3.80,30.40,0.01%,Beer
OHARAS DOUBLE IPA 500MLX12,22.00,3.85,3.85,84.70,0.02%,Beer
OHARAS IRISH PALE ALE 500MLX12,9.00,3.19,3.19,28.71,0.01%,Beer
OHARAS OP SESSION IPA 500MLX12,1.00,3.25,3.25,3.25,0.00%,Beer
RASCALS BIG HOP RED 330ML,2.00,2.89,2.89,5.78,0.00%,Beer
RASCALS WUNDERBAR IPA 330ML,9.00,2.89,2.89,26.01,0.01%,Beer
RASCALS YANKEE WHITE IPA 330ML,7.00,2.89,2.89,20.23,0.00%,Beer
SCHNEIDER WEISS BTL 500ML,6.00,2.75,2.75,16.50,0.00%,Beer
SCHNEIDER WEISSE,11.00,3.15,3.15,34.65,0.01%,Beer
SCHNEIDER WEISSE BLONDE 500ML,4.00,2.75,2.75,11.00,0.00%,Beer
WICKLOW WOLF ARCADIA KOLS 500M,10.00,3.90,3.90,39.00,0.01%,Beer
WICKLOW WOLF ELEVATION AL 500M,13.00,3.75,3.90,48.75,0.01%,Beer
WICKLOW WOLF IPA 500MLX12,1.00,4.00,3.90,4.00,0.00%,Beer
WILLIAMS JOKER IPA 500MLX12,4.00,3.39,3.39,13.56,0.00%,Beer
BLUE MOON BOTTLE 4PK 330MLX4P,2.00,8.50,8.50,17.00,0.00%,Beer
BUDWEISER BTL 6PK FL 9 330MLX6,14.00,9.00,9.00,126.00,0.03%,Beer
BULMERS BTL 6PK 330MLX6,5.00,10.49,10.49,52.45,0.01%,Beer
BULMERS LGT BTL 6PK 330MLX6,6.00,9.99,9.99,59.94,0.01%,Beer
CANADIAN BOTTLE 6PK 330MLX6,11.00,7.99,7.99,87.89,0.02%,Beer
CARLSBERG BTL 6PK 330MLX6,5.00,10.00,10.49,50.00,0.01%,Beer
COBRA BTL 4PK 4.8 330MLX4,15.00,5.00,5.00,75.00,0.02%,Beer
COORS LGT  BTL 12PK 330MLX12,2.00,19.00,24.11,38.00,0.01%,Beer
COORS LGT BTL 6PK 4 330MLX6,10.00,9.50,9.50,95.00,0.02%,Beer
CORONA EXTRA BTL 6PK 355MLX,12.00,11.99,10.50,143.88,0.03%,Beer
CORONA LGT BTL 6PK 355ML 355ML,17.00,11.99,11.99,203.83,0.05%,Beer
DESPERADOS BTL 3PK 330MLX3,4.00,6.00,6.00,24.00,0.01%,Beer
GROLSCH BTL 12PK 330ML 330MLX1,1.00,16.00,16.00,16.00,0.00%,Beer
HOEGAARDEN NRB 330MLX4,5.00,8.00,9.03,40.00,0.01%,Beer
MILLER BTL 6PK 330MLX,3.00,10.99,10.99,32.97,0.01%,Beer
PERONI BTL 4PK 330MLX4,31.00,9.00,9.00,279.00,0.07%,Beer
SANTA CRUZ 12PK 330MLX12,2.00,13.99,13.99,27.98,0.01%,Beer
SOL BTL 12PK 330MLX12,1.00,19.99,18.00,19.99,0.00%,Beer
TIGER NRB 4PK 330MLX4,7.00,7.99,7.99,55.93,0.01%,Beer
BUDEJOV 1795 BTL 20PK 500 500M,7.00,2.69,2.69,18.83,0.00%,Beer
BULMERS BTL 12PK LTR 1000MLX1,10.00,4.99,4.99,49.90,0.01%,Beer
ERDINGER 12PK 0 ABV 500MLX12,5.00,2.25,1.99,11.25,0.00%,Beer
FRANZISKANER NRB 500MLX12,16.00,2.50,2.50,40.00,0.01%,Beer
GROLSCH BTL SW 12PK 450ML 450M,9.00,2.99,2.99,26.91,0.01%,Beer
LECH BTL 20PK 500ML 500MLX,29.00,2.29,2.29,66.41,0.02%,Beer
LOMZA EXPORT BOTTLE 500ML,67.00,1.95,2.19,130.60,0.03%,Beer
LOMZA NON FILTERED 500ML,66.00,1.89,2.19,125.04,0.03%,Beer
LOMZA NON PASTEURISED 500ML,99.00,1.96,2.19,194.19,0.05%,Beer
PAULANER 500MLX20,13.00,2.89,2.89,37.57,0.01%,Beer
BAVARIA CROWN CAN 500MLX24,22.00,1.25,1.30,27.50,0.01%,Beer
BECKS CAN 24PK 4.8 500MLX24,60.00,1.49,1.49,89.40,0.02%,Beer
BUDWEISER CAN 500ML,33.00,2.09,2.15,68.97,0.02%,Beer
BULMERS CAN 24PK 500MLX24,99.00,2.70,2.70,267.30,0.06%,Beer
BULMERS LGT CAN 24PK 500MLX24,20.00,2.49,2.70,49.80,0.01%,Beer
CANADIAN CAN 500ML,17.00,1.99,1.99,33.83,0.01%,Beer
COORS LGT CAN 4 500ML,97.00,1.90,1.90,184.30,0.04%,Beer
DEVILS BIT CAN 24PK 500MLX24,3.00,1.79,1.79,5.37,0.00%,Beer
DRUIDS CAN 24PK 500MLX24,21.00,1.79,1.79,37.59,0.01%,Beer
HEINEKEN CAN 4.3 24PK 500MLX24,160.00,1.99,2.09,318.40,0.08%,Beer
ORCHARD THIEVES CAN 500MLX24,41.00,2.75,2.75,112.75,0.03%,Beer
SAN MIGUEL CAN 500ML,31.00,1.70,1.75,52.70,0.01%,Beer
STELLA CAN 24PK 4.8 500MLX24,92.00,1.69,1.69,155.48,0.04%,Beer
WARKA RED CAN 500ML 500MLX24,31.00,1.99,2.10,61.69,0.01%,Beer
ABSOLUT VODKA 200ML 200ML  2,24.00,6.99,7.29,167.76,0.04%,Spirits
ABSOLUT VODKA 700ML 700ML,8.00,27.99,27.99,223.92,0.05%,Spirits
BACARDI 350ML,3.00,16.49,16.99,49.47,0.01%,Spirits
CAPTAIN MORGAN PMP 13.00 350ML,5.00,13.00,13.00,65.00,0.02%,Spirits
CAPTAIN MORGAN PMP 23.00 700ML,7.00,19.99,23.00,139.93,0.03%,Spirits
CAPTAIN MORGAN PMP 8.00 200ML,5.00,8.00,8.00,40.00,0.01%,Spirits
CAPTAIN MORGAN SPICED RU 200ML,0.00,0.00,9.99,0.00,0.00%,Spirits
CAPTAIN MORGAN SPICED RU 700ML,2.00,24.99,24.99,49.98,0.01%,Spirits
CORK DRY GIN 350ML,2.00,12.49,13.50,24.98,0.01%,Spirits
DUNPHYS 700ML,6.00,24.49,24.99,146.94,0.03%,Spirits
GORDONS GIN 350ML  2,5.00,12.99,12.99,64.95,0.02%,Spirits
GORDONS GIN 700ML,5.00,24.99,24.99,124.95,0.03%,Spirits
GORDONS PINK  GIN 700ML,6.00,26.99,22.99,161.94,0.04%,Spirits
HENNESSY 700ML,4.00,40.50,41.99,162.00,0.04%,Spirits
HIGH COMM SCOT WHISKY 700ML,1.00,19.99,21.99,19.99,0.00%,Spirits
HUZZAR 1000ML,1.00,28.99,29.50,28.99,0.01%,Spirits
HUZZAR 200ML,45.00,6.59,6.99,296.55,0.07%,Spirits
HUZZAR 350ML,38.00,11.99,11.99,455.62,0.11%,Spirits
HUZZAR 4X12PK 71MLX4X1,6.00,3.29,3.29,19.74,0.00%,Spirits
HUZZAR 700ML,16.00,21.99,21.99,351.84,0.08%,Spirits
JACK DANIELS OLD NO 7 200ML,9.00,12.49,12.49,112.41,0.03%,Spirits
JAGERMEISTER 200ML,2.00,10.00,10.00,20.00,0.00%,Spirits
JAGERMEISTER 700ML,3.00,29.99,29.99,89.97,0.02%,Spirits
JAMESON 200ML,10.00,9.00,10.99,90.00,0.02%,Spirits
JAMESON 350ML,9.00,16.66,17.49,149.91,0.04%,Spirits
JAMESON GLASS PACK 700ML,9.00,31.99,32.99,287.91,0.07%,Spirits
JELZIN VODKA 500ML,7.00,15.99,15.99,111.93,0.03%,Spirits
POWERS 200ML,4.00,9.59,9.99,38.36,0.01%,Spirits
POWERS 350ML,5.00,14.89,17.49,74.45,0.02%,Spirits
POWERS 700ML,2.00,31.99,32.99,63.98,0.02%,Spirits
POWERS 71MLX48,4.00,3.69,3.80,14.76,0.00%,Spirits
SMIRNOFF 200ML,56.00,7.29,7.29,408.24,0.10%,Spirits
SMIRNOFF 350ML 350MLX12,11.00,13.49,13.49,148.39,0.04%,Spirits
SMIRNOFF 50ML,4.00,2.19,2.19,8.76,0.00%,Spirits
SMIRNOFF 700ML,4.00,22.50,22.50,90.00,0.02%,Spirits
SMIRNOFF ICE 4 PMP 700ML,1.00,5.00,5.00,5.00,0.00%,Spirits
SMIRNOFF PMP 12.00 350MLX12,47.00,11.83,12.00,556.00,0.13%,Spirits
SMIRNOFF PMP 22.00 700ML,38.00,19.99,19.99,759.62,0.18%,Spirits
SMIRNOFF PMP 7.00 200ML,35.00,7.00,7.00,245.00,0.06%,Spirits
1967 TOSCANA 750ML,7.00,10.99,9.99,76.93,0.02%,Wine
ALPACA CABERNET SAUVIGNON 750M,11.00,8.99,8.99,98.89,0.02%,Wine
ALPACA SAUVIGNON BLANC 750ML,9.00,8.99,8.99,80.91,0.02%,Wine
ALTIVO MALBEC 750ML,8.00,8.99,8.99,71.92,0.02%,Wine
ALTOS D'OLIVA TEMPRANILLO 750M,4.00,8.99,8.99,35.96,0.01%,Wine
BELLES VIGNES G.S.M 750ML,5.00,8.99,8.99,44.95,0.01%,Wine
BLOSSOM HILL ZINFAN 750ML  6,22.00,9.99,9.99,219.78,0.05%,Wine
CAMPO VIEJO RESERVA 750ML,9.00,15.99,16.99,143.91,0.03%,Wine
CAS DIABLO PINOT GRIGIO 750ML,5.00,11.99,11.99,59.95,0.01%,Wine
COULEURS DU SUD CHARD 750ML  6,9.00,7.99,8.44,71.91,0.02%,Wine
DONINI PROSECCO FRIZZANTE 750M,5.00,9.99,9.99,49.95,0.01%,Wine
EUGENIO BUSTOS CHARDONNAY 750M,1.00,9.99,9.99,9.99,0.00%,Wine
EUGENIO BUSTOS LEY MALBEC 750M,6.00,10.99,10.99,65.94,0.02%,Wine
FAUSTINO VII RED 187ML,7.00,3.99,3.99,27.93,0.01%,Wine
FUREX KETTLE DESCALER 250ML,1.00,4.30,4.30,4.30,0.00%,Wine
I HEART PINOT GRIGIO 750ML,27.00,8.99,8.99,242.73,0.06%,Wine
I HEART SAUVIGNON BLANC 750ML,11.00,8.99,8.99,98.89,0.02%,Wine
MARLBOROUGH SOUNDS SAUV B 750M,2.00,9.99,9.99,19.98,0.00%,Wine
MARQUES D RISCAL RESERVE 750ML,4.00,22.99,22.99,91.96,0.02%,Wine
PASSORI RED 750ML,15.00,9.99,10.99,149.85,0.04%,Wine
SANTA HEL SAUV BLAN 187ML 187M,41.00,2.99,2.99,122.59,0.03%,Wine
SIGLO DE ORO SAUV BLANC 750ML,2.00,9.99,9.99,19.98,0.00%,Wine
TARAPACA MALBEC/SHIRAZ 750ML,4.00,9.99,9.99,39.96,0.01%,Wine
THORIN ANTIQUES ROUGE 750ML,6.00,9.99,9.99,59.94,0.01%,Wine
TRAPICHE CAB SAUV 750ML  1,1.00,9.99,9.99,9.99,0.00%,Wine
TUSSOCK JUMPER MALBEC 750MLX6,6.00,10.99,10.99,65.94,0.02%,Wine
VIA FIRENZE CHIANTI DOCG 750ML,7.00,8.99,8.99,62.93,0.01%,Wine
VILLALTA PROSECCO 750ML,3.00,15.99,16.99,47.97,0.01%,Wine
CAMPO DI PIETRA PROSECCO 750ML,15.00,10.99,10.99,164.85,0.04%,Wine
CAS DIABLO MERLOT 750ML,12.00,10.99,10.99,131.88,0.03%,Wine
CAS DIABLO SAUV BLANC 750ML,34.00,10.99,10.99,373.66,0.09%,Wine
CHATEAU PIERRON 750ML,9.00,10.99,10.99,98.91,0.02%,Wine
DECANAL PROSECCO FRIZZANT 750M,6.00,10.99,10.99,65.94,0.02%,Wine
FLYING KIWI SAUV BLANC 750ML,37.00,10.99,10.99,406.63,0.10%,Wine
MCGUIGAN BLK LABEL SAUV B 750M,7.00,10.99,10.99,76.93,0.02%,Wine
