Product Name,Quantity,Avg. SP,Curr. SP,Retail Value,Ratio,Department
GALTEE VALUE VAC SMK PM 240G,53.00,2.50,2.50,132.50,0.03%,Dairy
NAKED 100 PROTEIN JUICE 450ML,8.00,3.49,3.49,27.92,0.01%,Dairy
RUDDS BLK PUDDING CHUBB 280G,9.00,2.49,2.49,22.41,0.01%,Dairy
RUDDS WHT PUDDING CHUBB 280G,35.00,2.50,2.50,87.50,0.02%,Dairy
TRULY IR BEECHWOOD RASHER 240G,7.00,2.99,2.99,20.93,0.00%,Dairy
DAIRYGOLD 227G 227G,55.00,2.10,2.10,115.50,0.03%,Dairy
DAIRYGOLD ORIGINAL 454G 454G,103.00,2.98,3.29,307.27,0.07%,Dairy
FLORA PRO ACTIV LIGHT 250G,9.00,2.99,3.19,26.91,0.01%,Dairy
KERRYGOLD 454G BUTTER 454G,37.00,4.05,4.05,149.85,0.04%,Dairy
KERRYGOLD BUTTER 227G,66.00,2.15,2.15,141.90,0.03%,Dairy
KERRYMAID 500G 500G,17.00,2.85,2.85,48.45,0.01%,Dairy
SPAR BUTTER 454G 454G,55.00,2.45,2.75,134.75,0.03%,Dairy
AV CHEDDAR RED GRATED PMP 200G,23.00,2.00,2.00,46.00,0.01%,Dairy
C/V SNKFUL COUNTRY RELISH 72G,9.00,2.00,2.00,18.00,0.00%,Dairy
C/VILLE MATURE RED BLOCK 200G,11.00,3.55,3.55,39.05,0.01%,Dairy
C/VILLE MATURE RED CHS SL 160G,43.00,3.55,3.55,152.65,0.04%,Dairy
C/VILLE RED GRATED PM 200G,16.00,2.00,2.00,32.00,0.01%,Dairy
C/VILLE SEL RED SLICE PM 160G,22.00,2.00,2.00,44.00,0.01%,Dairy
C/VILLE SELECT RED SLICES 160G,10.00,3.45,3.45,34.50,0.01%,Dairy
CASTELLI FRESH MOZZARELLA 125G,21.00,1.65,1.65,34.65,0.01%,Dairy
COTTAGE CHEESE SEMI-FAT 275G,21.00,1.39,1.39,29.19,0.01%,Dairy
EASI SINGLES 20S PMP 400G,8.00,2.50,2.50,20.00,0.00%,Dairy
GALTEE MATURE BLOCK 200G,4.00,2.69,2.69,10.76,0.00%,Dairy
HAMLET DANISH BLUE 100G,2.00,1.79,1.79,3.58,0.00%,Dairy
KIL CHEDDAR RED SLICE PMP 230G,35.00,2.50,2.50,87.50,0.02%,Dairy
KILMEADAN MAT RED PM 200G,36.00,2.99,2.00,107.64,0.03%,Dairy
LAUGHING COW DIP & CRN LT 140G,27.00,2.49,2.69,67.23,0.02%,Dairy
LAUGHING COW LIGHT 140G,12.00,2.70,2.60,32.40,0.01%,Dairy
MINI BABYBEL 20G X 6,10.00,3.09,3.09,30.90,0.01%,Dairy
PARMIGIANO REGGIANO PTNS 125G,8.00,4.49,4.49,35.92,0.01%,Dairy
PHIL CHEESE & GARLIC 170G,12.00,2.99,3.10,35.88,0.01%,Dairy
PHILI CHEESE REGULAR 180G,24.00,2.89,2.99,69.36,0.02%,Dairy
SOL CHILLI SLICES 160G,18.00,2.00,2.00,36.00,0.01%,Dairy
SOL SMOKED SLICES 200G,29.00,2.00,2.00,58.00,0.01%,Dairy
SPAR CHEDDAR BLOCK RED 200G,24.00,1.99,1.99,47.76,0.01%,Dairy
SPAR CHEDDAR GRATED 200G,45.00,2.20,2.20,99.00,0.02%,Dairy
SPAR CHEDDAR SLICD RED 200G,59.00,2.36,2.49,139.41,0.03%,Dairy
SPAR CHEDDAR SLICD WHITE 200G,28.00,2.47,2.49,69.22,0.02%,Dairy
SPAR EDAM SLICED 160G,12.00,2.00,2.00,24.00,0.01%,Dairy
SPAR EMMENTAL SLICED 160G,6.00,2.00,2.00,12.00,0.00%,Dairy
YAMMAS GREEK FETA PTNS 200G,3.00,2.99,2.99,8.97,0.00%,Dairy
BRADY FAMILY HAM CRUMB 90G,23.00,2.50,2.50,57.50,0.01%,Dairy
CARR BAKED&GLAZED HAM 100G,12.00,2.19,2.00,26.28,0.01%,Dairy
CARR CRMB HAM SELECT 100G,104.00,2.00,2.00,208.00,0.05%,Dairy
CARR CRUMB HAM BIG PM 300G,67.00,4.00,4.00,268.00,0.06%,Dairy
DNY DELI STY CRUMB HAM PM 100G,75.00,2.00,2.00,150.00,0.04%,Dairy
DNY LUNCHEON ROLL PMP 90G,36.00,1.00,1.00,36.00,0.01%,Dairy
DNY PORK ONION TOMATO PMP 90G,9.00,1.00,1.00,9.00,0.00%,Dairy
FIRE & SMOKE HAM SHAVINGS 100G,6.00,3.00,2.99,18.00,0.00%,Dairy
GALTEE BIG B CRMB HAM PM 300G,28.00,4.00,4.00,112.00,0.03%,Dairy
GALTEE BIGB LUNCH ROLL PM 300G,27.00,3.07,3.00,82.80,0.02%,Dairy
GALTEE DELI CRM HAM TW PM 90G,54.00,3.50,3.50,189.00,0.04%,Dairy
LESS IS BEST CRUMBED HAM 180G,58.00,2.99,2.99,173.42,0.04%,Dairy
SOKOLOW SIESIAN SAUSAGE 350G,13.00,3.55,3.55,46.15,0.01%,Dairy
SPAR HAM CRUMB TWIN PK PM 200G,52.00,2.07,3.00,107.77,0.03%,Dairy
FC MIXED MELON & BERRIE 270G,11.00,3.00,3.00,33.00,0.01%,Dairy
FC TROPICAL FRUIT SALAD 270G,5.00,3.00,3.00,15.00,0.00%,Dairy
KEEL BLUEBERRY 125G X 6 125G,12.00,3.50,3.50,42.00,0.01%,Dairy
SPAR JUICE APPLE 1LT,22.00,1.49,1.69,32.78,0.01%,Dairy
AERO BUBBLES MINT BAG 36G,36.00,1.20,1.20,43.20,0.01%,Dairy
AFTER EIGHT MINT MUNCHIES 60G,54.00,1.45,1.45,78.30,0.02%,Dairy
BOUNTY MILK BLUE 57G,182.00,1.25,1.30,227.50,0.05%,Dairy
CAD BUTTONS GIANT BITESIZ 40G,134.00,1.35,1.35,180.90,0.04%,Dairy
CAD BUTTONS WHITE 33G,105.00,1.30,1.25,136.50,0.03%,Dairy
CAD CARAMEL BAR 45G,122.00,1.30,1.30,158.60,0.04%,Dairy
CAD CARAMELLO 47G,226.00,1.36,1.40,308.30,0.07%,Dairy
CAD CURLY WURLY 26G,48.00,0.80,0.80,38.40,0.01%,Dairy
CAD DAIRY MILK STD BAR 53G,340.00,1.35,1.40,457.70,0.11%,Dairy
CAD DOUBLE DECKER 54.5G,91.00,1.40,1.25,127.40,0.03%,Dairy
CAD FLAKE STD,37.00,1.30,1.30,48.10,0.01%,Dairy
CAD FRUIT&NUT BAR 54G,136.00,1.35,1.40,183.05,0.04%,Dairy
CAD FUDGE 25.6G,92.00,0.65,0.75,59.80,0.01%,Dairy
CAD GOLDEN CRISP 54G,157.00,1.35,1.40,211.85,0.05%,Dairy
CAD MC POPPING CANDY SHEL 47G,68.00,1.20,1.25,81.60,0.02%,Dairy
CAD MINT CRISP BAR 54G,167.00,1.35,1.40,224.65,0.05%,Dairy
CAD PICNIC 48G,100.00,1.35,1.35,135.00,0.03%,Dairy
CAD SNACK SHORTCAKE 43G,188.00,1.35,1.35,253.80,0.06%,Dairy
CAD TIFFIN BAR 53G,72.00,1.36,1.40,97.80,0.02%,Dairy
CAD TURKISH 47G,122.00,1.36,1.40,166.15,0.04%,Dairy
CAD TWIRL 43G,192.00,1.35,1.40,259.20,0.06%,Dairy
CAD WHOLENUT STD BAR 55G,174.00,1.32,1.40,229.80,0.05%,Dairy
CARAMAC 30G,12.00,1.00,1.00,12.00,0.00%,Dairy
DAIM BAR 28G,92.00,1.20,1.20,110.40,0.03%,Dairy
FRYS CREAM PEPPERMINT 49G,52.00,1.55,1.55,80.60,0.02%,Dairy
GALAXY CARAMEL 48G,96.00,1.05,1.25,100.80,0.02%,Dairy
GALAXY MILK CHOC STD BAR 42G,89.00,1.30,1.30,115.70,0.03%,Dairy
GALAXY MINSTRELS 42G,44.00,1.15,1.15,50.60,0.01%,Dairy
GALAXY RIPPLE 33G,70.00,1.05,1.30,73.50,0.02%,Dairy
GLENMOR 100 BEEF BURGERS 454G,9.00,3.00,3.00,27.00,0.01%,Dairy
GLENMOR 100 BEEF MEATBAL 360G,10.00,3.00,3.00,30.00,0.01%,Dairy
GLENMOR BACK BACON PALE 700G,5.00,4.79,4.00,23.96,0.01%,Dairy
GLENMOR BREAD CHKN FILLET 250G,2.00,3.99,3.99,7.98,0.00%,Dairy
GLENMOR CHICK FILLET 200G  200,19.00,3.00,3.00,57.00,0.01%,Dairy
GLENMOR CHICK FILLET 360G 360G,35.00,3.00,4.49,105.00,0.02%,Dairy
GLENMOR GAMM STK UNSM PM 340G,6.00,3.00,3.00,18.00,0.00%,Dairy
GLENMOR LAMB GIGOT CHOPS 360G,10.00,5.00,6.49,50.00,0.01%,Dairy
GLENMOR PORK CHOP 375G,37.00,3.00,3.00,111.00,0.03%,Dairy
GLENMOR PORK SAUSAGE 400G 400G,14.00,3.00,3.00,42.00,0.01%,Dairy
GLENMOR RND STK MINCE 10 375G,36.00,3.00,3.00,108.00,0.03%,Dairy
GLENMOR SIRLOIN STEAK 420G,17.00,7.49,7.49,127.33,0.03%,Dairy
GLENMOR WHOLE CHICKEN 1.3 1300,12.00,5.00,5.00,60.00,0.01%,Dairy
GLENMOR WHOLE CHICKEN 1.6 1600,7.00,5.49,5.49,38.43,0.01%,Dairy
HALLS MENTHOS CITRUS SF 32G,8.00,1.15,1.45,9.20,0.00%,Dairy
KINDER BUENO T2 43G,143.00,1.20,1.69,171.60,0.04%,Dairy
KINDER BUENO WHITE T2 39G,107.00,1.35,1.69,144.45,0.03%,Dairy
KINDER HAPPY HIPO COCOA 20.50G,10.00,0.70,0.70,7.00,0.00%,Dairy
KINDER HAPPY HIPPO 20.50G,29.00,0.70,0.70,20.30,0.00%,Dairy
KINDER MAXI T36 21G,32.00,0.60,0.60,19.20,0.00%,Dairy
KINDER SURPRISE T1 20G,267.00,1.55,1.80,413.85,0.10%,Dairy
M&M CRISPY 36G,56.00,1.15,1.20,64.40,0.02%,Dairy
MALTEASERS BAR 35G,99.00,1.30,1.30,128.70,0.03%,Dairy
MALTESERS STANDARD 37G,67.00,1.25,1.35,83.75,0.02%,Dairy
MILKYBAR 25G 25G,83.00,1.05,1.10,87.15,0.02%,Dairy
MILKYBAR DISCS BAG 30G,43.00,0.95,0.95,40.85,0.01%,Dairy
MILKYWAY CRISPY ROLL 25G,61.00,0.85,1.00,51.85,0.01%,Dairy
MILKYWAY MAGIC STARS 33G,36.00,0.95,1.29,34.20,0.01%,Dairy
MILKYWAY SINGLE 21.5G,33.00,0.60,0.70,19.80,0.00%,Dairy
NESTLE ANIMAL BAR 19G,69.00,0.35,0.35,24.15,0.01%,Dairy
POLO MINTS REGULAR 33.4G,61.00,0.95,0.95,57.95,0.01%,Dairy
REVELS 37G,37.00,1.10,1.30,40.70,0.01%,Dairy
RIESEN CHOCOLATE CHEW STK 45G,7.00,0.80,0.99,5.60,0.00%,Dairy
ROLO TUBE 52G,39.00,1.25,1.25,48.75,0.01%,Dairy
ROWN FRUIT GUMS 48G,74.00,0.95,1.00,70.30,0.02%,Dairy
ROWN FRUIT PASTILLE 52.5G,66.00,0.95,0.95,62.70,0.01%,Dairy
ROWN RANDOMS 50G,91.00,1.00,1.00,91.00,0.02%,Dairy
SILVERMINTS 30G 30G,62.00,0.90,1.00,55.80,0.01%,Dairy
SILVERMINTS SER STRONG 30G,12.00,0.96,1.00,11.52,0.00%,Dairy
SILVERMINTS SPEARMINT 30G,8.00,0.85,0.85,6.80,0.00%,Dairy
SKITTLES FRUIT 55G,57.00,0.90,0.90,51.30,0.01%,Dairy
SMARTIES HEXATUBE 38G,69.00,1.00,1.00,69.00,0.02%,Dairy
SNICKERS DUO BAR 83.4G,205.00,1.45,1.60,297.25,0.07%,Dairy
STARBURST ORIGINAL STICK 45G,49.00,0.85,0.85,41.65,0.01%,Dairy
TRACKER CHOC CHIP 37G,51.00,0.90,1.00,45.90,0.01%,Dairy
TRACKER CRUNCHY PNUT 37G,25.00,0.90,1.19,22.50,0.01%,Dairy
TREBOR SOFT SPEARMINT ROL 44G,15.00,1.25,1.25,18.75,0.00%,Dairy
WALKERS BAR HAZELNUT 100G,6.00,1.25,1.25,7.50,0.00%,Dairy
WILTON MACAROOM LARGE 34G,67.00,0.65,0.65,43.55,0.01%,Dairy
ALPRO ALMOND MILK 1LT,17.00,2.53,2.75,43.00,0.01%,Dairy
ALPRO SOYA ORIG CALCIUM 1LT,21.00,2.71,3.25,57.00,0.01%,Dairy
AVON BUTTERMILK 1LTR,24.00,1.29,1.29,30.96,0.01%,Dairy
AVON CREAM FRESH BOTTLE 250ML,91.00,2.25,2.25,204.75,0.05%,Dairy
AVON CREAM WHIPPED 350ML,54.00,2.30,2.30,124.20,0.03%,Dairy
AVON FRESH MILK 1LTR,675.00,1.35,1.35,911.25,0.21%,Dairy
AVON FRESH MILK 2LTR,826.00,1.89,1.89,1561.14,0.37%,Dairy
AVON FRESH MILK 500ML,208.00,0.90,0.90,187.20,0.04%,Dairy
AVON FRESH MILK PL50 500ML,487.00,0.90,0.90,438.30,0.10%,Dairy
AVON LACTOSE FREE MILK 1LT,58.00,1.99,1.99,115.42,0.03%,Dairy
AVON MILK LOW FAT 1LTR,110.00,1.45,1.45,159.50,0.04%,Dairy
AVON MILK LOW FAT 2LTR,263.00,1.89,1.89,497.07,0.12%,Dairy
AVON MILK SLIMLINE 1LTR,229.00,1.65,1.65,377.85,0.09%,Dairy
AVON MILK SLIMLINE 500ML,49.00,1.00,1.00,49.00,0.01%,Dairy
AVON MILK SUPERMILK 500ML,130.00,0.95,0.95,123.50,0.03%,Dairy
AVON MOOJU CHOC MILK 500ML,109.00,1.35,1.45,147.15,0.03%,Dairy
AVON PROTEIN MILK 1LTR,27.00,2.10,2.10,56.70,0.01%,Dairy
AVON PROTEIN MILK 500ML,48.00,1.35,1.45,64.80,0.02%,Dairy
AVON PROTEIN MILK VANILLA 500M,60.00,1.55,1.55,93.00,0.02%,Dairy
AVON SUPERMILK LOW FAT 1.75LT,869.00,2.25,2.00,1955.25,0.46%,Dairy
AVONMORE PROT MILK CHOC 500ML,64.00,1.45,1.45,92.80,0.02%,Dairy
AVONMORE SOUR CREAM 200ML,35.00,1.75,1.75,61.25,0.01%,Dairy
AVONMORE SUPERMILK LOW 1LTR,400.00,1.55,1.55,620.00,0.15%,Dairy
AVONMORE SUPERMILK WHOLE 1LTR,202.00,1.55,1.55,313.10,0.07%,Dairy
CARIE REAL DAIRY CREAM 250G,15.00,2.79,2.79,41.85,0.01%,Dairy
CREME FRESH YOPLAIT 200G,3.00,1.80,1.80,5.40,0.00%,Dairy
MACE MILK LOW FAT 2LTR,919.00,1.79,1.79,1645.01,0.39%,Dairy
MAZVRSKI SMAK,17.00,1.65,1.65,28.05,0.01%,Dairy
MOOJU MILK CHOCOLATE 750ML,93.00,1.70,1.75,158.10,0.04%,Dairy
MOOJU MILK STRAWBERRY 750ML,53.00,1.70,1.79,90.10,0.02%,Dairy
PREMIER MILK LOW FAT 2LTR,12.00,2.09,2.09,25.08,0.01%,Dairy
SOUR CREAM MAZURSKA 18% 400G,30.00,1.25,1.25,37.50,0.01%,Dairy
SPAR MILK FULL FAT 2LTR,1812.00,1.79,1.79,3243.48,0.76%,Dairy
SPAR MILK LOW FAT 2LTR,3.00,1.79,1.79,5.37,0.00%,Dairy
YAZOO CHOCOLATE MILK 400ML,20.00,1.49,1.49,29.80,0.01%,Dairy
YAZOO STRAWBERRY MILK 400ML,19.00,1.49,1.49,28.31,0.01%,Dairy
BH CKN CURRY WITH RICE 450G,23.00,4.49,4.49,103.27,0.02%,Dairy
CARR BOLOG TAGLIATELLE 400G,20.00,4.00,4.00,80.00,0.02%,Dairy
CARR P.CHCKN ARRABIAT 400G,17.00,4.00,4.00,68.00,0.02%,Dairy
CARR SALMON TAGLIATALLE 400G,14.00,4.00,4.00,56.00,0.01%,Dairy
CHEF CUISINE CHCKN FILLET 500G,16.00,4.99,4.99,79.84,0.02%,Dairy
CHEF CUISINE CHICKN CURRY 500G,21.00,4.00,4.00,84.00,0.02%,Dairy
CHEF CUISINE CHILLI & RIC 500G,2.00,4.00,4.00,8.00,0.00%,Dairy
MCCOLG CKN & HAM PIE 190G,9.00,1.72,2.39,15.51,0.00%,Dairy
FC COLESLAW 225GX8 225G,26.00,1.70,1.70,44.20,0.01%,Dairy
FC ROASTED MED VEG 380G 380G,2.00,3.00,3.00,6.00,0.00%,Dairy
FC SUPERFOOD STIR FRY 280G,1.00,2.79,2.79,2.79,0.00%,Dairy
ACTIVIA DBLZERO BLUEBERRY 4X12,6.00,2.79,2.79,16.74,0.00%,Dairy
ALPRO ALMOND UNSWEETENED 1LT,20.00,2.42,2.75,48.40,0.01%,Dairy
BDIVINA PROFITEROLES 180G,8.00,2.99,3.05,23.92,0.01%,Dairy
GLEN 150G PROTEIN BBRY 0 150G,34.00,1.33,1.49,45.27,0.01%,Dairy
GLEN 150G PROTEIN NAT 0 150G,27.00,1.33,1.49,35.82,0.01%,Dairy
GLEN 150G PROTEIN STWB 0 150G,37.00,1.36,1.49,50.23,0.01%,Dairy
GLEN ORG YOG HONEY GRANOL 145G,37.00,1.09,1.09,40.33,0.01%,Dairy
GLEN ORG YOG NAT GRANOLA 145G,19.00,1.10,1.10,20.90,0.00%,Dairy
GLEN ORG YOG STBERRY LF 450G,4.00,1.99,2.29,7.96,0.00%,Dairy
MULLER CR CR VANILLA/CHOC 135G,51.00,0.70,1.00,35.91,0.01%,Dairy
MULLER CRUNCH CR CHOC DIG 135G,10.00,0.99,1.00,9.90,0.00%,Dairy
MULLER FR CORNER STRAWBRY 150G,8.00,1.00,1.00,8.00,0.00%,Dairy
MULLER LIGHT STRAWBERRY 175G,20.00,1.00,1.00,20.00,0.00%,Dairy
MULLER LIGHT VANILLA 175G,1.00,1.00,1.00,1.00,0.00%,Dairy
MULLER LT VAN CHOC SPRK 165G,34.00,1.00,1.00,34.00,0.01%,Dairy
MULLER RICE APPLE 180G,40.00,0.79,1.00,31.50,0.01%,Dairy
MULLER RICE STRAWBERRY 180G,41.00,0.88,0.94,36.00,0.01%,Dairy
MULLER RICE VAN CUSTARD 180G,10.00,0.50,0.94,5.00,0.00%,Dairy
MULLERLIGHT RED FRUITS 4P 175G,8.00,2.14,3.15,17.09,0.00%,Dairy
NES AERO HEAVENLY CHOC 170G,3.00,2.50,2.50,7.50,0.00%,Dairy
NOMADIC OAT & CHOC CLUST 169G,46.00,1.69,1.85,77.74,0.02%,Dairy
NOMADIC OAT & STRAW CLSTR 169G,43.00,1.69,1.85,72.67,0.02%,Dairy
ONKEN BIO FATFREE NATURAL 450G,18.00,1.99,1.99,35.82,0.01%,Dairy
ONKEN BIO FATFREE STRAWB 450G,11.00,1.99,2.09,21.89,0.01%,Dairy
ONKEN BIO FATFREE VANILLA 450G,12.00,1.99,1.99,23.88,0.01%,Dairy
P FILOUS 4PK PMP 2.00 4X85G,30.00,2.00,2.00,60.00,0.01%,Dairy
P FILOUS FRUBE STW 40GX9 9X40G,7.00,2.95,2.95,20.65,0.00%,Dairy
P FILOUS FRUBE VAR 9X40G 40GX9,4.00,2.95,2.95,11.80,0.00%,Dairy
P FILOUS FRUBE VAR PMP 9X40G,15.00,2.00,2.00,30.00,0.01%,Dairy
PEPPA PIG PMP 45GX6 45G,45.00,1.29,1.29,58.05,0.01%,Dairy
ROLO DESSERT 2 PACK 2 X 77G,1.00,1.80,1.80,1.80,0.00%,Dairy
SPAR YOGURT RHUBARB  CRMB 150G,42.00,0.85,0.85,35.70,0.01%,Dairy
SPAR YOGURT STRAWB CRMB 150G,31.00,0.85,0.85,26.35,0.01%,Dairy
YOP STRWBERRY 180G 180G,12.00,2.50,3.99,29.97,0.01%,Dairy
YOPLAIT HZLNUT YOG 125G 125G,3.00,0.69,0.69,2.07,0.00%,Dairy
YOPLAIT NAT. FRUIT YOG 125G,26.00,0.69,0.69,17.94,0.00%,Dairy
YOPLAIT SBERRY 4X125G,2.00,2.70,2.70,5.40,0.00%,Dairy
YOPLAIT S'BERRY YOG 125G 125G,28.00,0.69,0.69,19.32,0.00%,Dairy
YOPLAIT STRWB PMP 125GX4 4X125,32.00,2.00,2.00,64.00,0.02%,Dairy
YOPLAIT STRWBERRY PEACH 125G,24.00,0.69,0.69,16.56,0.00%,Dairy
YOPLAIT YOP DRINK S/BERRY 250M,42.00,1.49,1.49,62.58,0.01%,Dairy
YOPLAIT YOP DRK F/FOREST 250ML,31.00,1.49,1.49,46.19,0.01%,Dairy
BONANZA BQ 1,19.00,15.00,15.00,285.00,0.07%,Flowers
CELEBRATION BQ 1,11.00,13.00,13.00,143.00,0.03%,Flowers
DAFFODILS,3.00,2.00,2.00,6.00,0.00%,Flowers
LONG STEM ROSES 1,2.00,9.00,9.00,18.00,0.00%,Flowers
BOUQ4*21CP PREMIUM PINK GIFT BOX 1,2.00,40.00,50.00,80.00,0.02%,Flowers
PROMOTIONAL BQ 1,40.00,9.99,9.99,399.60,0.09%,Flowers
RLBQ8*14NV  VALENTINE ROSE & LILY MIX 1,6.00,15.00,15.00,90.00,0.02%,Flowers
BUBQ6*17NV  VALENTINES BUMPER BQ 1,6.00,20.00,20.00,120.00,0.03%,Flowers
CLAR6*17NV  VALENTINES CLAS ROSE BQ 1,4.00,20.00,20.00,80.00,0.02%,Flowers
DELU6*23PV  VALENTINES DE-LUX PINK 1,1.00,25.00,25.00,25.00,0.01%,Flowers
LUXB4*18NV  VALENTINES LUXURY BQ 1,5.00,30.00,30.00,150.00,0.04%,Flowers
PROB6*9NVL  VALENTINES PROMOTION BQ 1,8.00,20.00,20.00,160.00,0.04%,Flowers
ZESTY BQ 1,3.00,6.00,6.00,18.00,0.00%,Flowers
AVIKO HASH BROWN BITES 500G,9.00,1.79,1.79,16.11,0.00%,Flowers
B EYE 2 COD FILLET BAT PM 200G,11.00,2.99,2.99,32.89,0.01%,Flowers
B EYE BEEF LASAGNE 400G,1.00,3.50,3.50,3.50,0.00%,Flowers
B EYE BURGERS BEEF 4PK 227G,5.00,2.65,2.85,13.25,0.00%,Flowers
B EYE BURGERS CHICKEN 4PK 200G,1.00,3.65,3.65,3.65,0.00%,Flowers
B EYE CHICKEN CRISPY 2'S 170G,13.00,3.20,3.85,41.60,0.01%,Flowers
B EYE CHICKEN CRISPY S/F 170G,4.00,3.20,3.85,12.80,0.00%,Flowers
B EYE CHICKEN CURRY PMP 400G,6.00,2.20,2.20,13.20,0.00%,Flowers
B EYE CHIPS STRAIGHT CUT 2KG,11.00,4.39,4.75,48.29,0.01%,Flowers
B EYE CKN DIPPER 36 / 24 660G,20.00,5.40,5.40,108.00,0.03%,Flowers
B EYE COD F FINGER 10'S 280G,16.00,3.25,3.65,52.00,0.01%,Flowers
B EYE COD FILLETS CRUMB 200G,14.00,3.20,2.99,44.80,0.01%,Flowers
B EYE GARDEN PEAS X 24 375G,8.00,2.30,2.30,18.40,0.00%,Flowers
B EYE MIXED VEG RESEAL 690G,3.00,2.50,2.50,7.50,0.00%,Flowers
B EYE PETIT POIS 450G,11.00,3.20,3.20,35.20,0.01%,Flowers
B EYE SHEPHERDS PIE 400G,1.00,3.30,3.30,3.30,0.00%,Flowers
B EYE WAFFLES 10S 567G,31.00,2.70,2.85,83.70,0.02%,Flowers
BIG AL BURGERS HOMESTYLE 280G,4.00,3.29,3.29,13.16,0.00%,Flowers
CHICAGO T/A STUF CRST 4CH 630G,19.00,5.50,5.50,104.50,0.02%,Flowers
CHICAGO T/A STUF CRST PEP 645G,38.00,5.11,5.50,194.00,0.05%,Flowers
CT CLASIC CRUST CHCK&BACN 495G,15.00,4.61,5.59,69.22,0.02%,Flowers
DC OMEGA FISH FINGERS PM 300G,10.00,2.00,2.00,20.00,0.00%,Flowers
DR OET PIZZINI CHSE&HAM 310G,30.00,1.99,1.99,59.70,0.01%,Flowers
DR OET RIST  MOZZARELLA 335G,22.00,2.80,3.99,61.54,0.01%,Flowers
DR OET RIST POLLO 355G,18.00,2.83,3.99,50.95,0.01%,Flowers
DR OET RIST SPECIALE 330G,28.00,2.66,3.99,74.36,0.02%,Flowers
DR OETKER BISTRO SALAMI 250G,1.00,2.85,2.85,2.85,0.00%,Flowers
DR OETKER BISTRO TOM FROM 250G,19.00,2.89,2.89,54.91,0.01%,Flowers
G ISLE BROCCOLI 25 563G,2.00,1.59,1.59,3.18,0.00%,Flowers
G ISLE SPICY WEDGES 600G,14.00,3.45,3.45,48.30,0.01%,Flowers
G/F THIN MARGHERITA PMP 345G,1.00,4.29,4.19,4.29,0.00%,Flowers
G/FELLA DEEP LOADED CHSE 417G,8.00,4.19,4.19,33.52,0.01%,Flowers
G/FELLA DEEP PEPPERONI 419G,5.00,4.19,4.19,20.95,0.00%,Flowers
GH CHICK GOUJ S/FRIED PMP 360G,1.00,3.00,3.00,3.00,0.00%,Flowers
GH CHICKEN FLLT BRD'D PMP 380G,8.00,3.00,3.00,24.00,0.01%,Flowers
,37.00,1.99,1.99,73.63,0.02%,Flowers
MC CAIN HOME CHIPS SCUT 1500G,15.00,4.85,4.85,72.75,0.02%,Flowers
MCCAIN LT SPICED WEDGE 750G,5.00,3.25,3.25,16.25,0.00%,Flowers
SPAR BATT ONIN RING 1.20 450G,10.00,1.20,1.20,12.00,0.00%,Flowers
SPAR CHIPS STEAK HOUSE 907G,24.00,1.95,1.95,46.80,0.01%,Flowers
SPAR CHIPS STRAIGHT CUT 907G,32.00,1.75,1.95,56.00,0.01%,Flowers
SPAR COD FILLETS BREADED 500G,5.00,3.49,3.49,17.45,0.00%,Flowers
SPAR FRIES AMERICAN STYLE 907G,35.00,1.95,1.95,68.25,0.02%,Flowers
SPAR GARLIC BREAD 350G,23.00,1.99,1.99,45.77,0.01%,Flowers
WW CHICKEN CURRY 320G,2.00,2.99,2.99,5.98,0.00%,Flowers
APPLE GALA LOOSE X28 1,117.00,0.65,0.65,76.05,0.02%,Fruit & Veg
BANANAS,86.60,2.80,2.80,242.48,0.06%,Fruit & Veg
BEETROOT PACK 250G,1.00,1.00,1.00,1.00,0.00%,Fruit & Veg
CABBAGE SWEETHEART 10,20.00,1.49,1.50,29.80,0.01%,Fruit & Veg
CORN ON THE COB 2 PACK KG,5.00,3.00,3.00,15.00,0.00%,Fruit & Veg
CUCUMBER IRISH X 12 1,14.00,1.00,1.00,14.00,0.00%,Fruit & Veg
CUCUMBER LOOSE X 12 1,38.00,1.00,1.00,38.00,0.01%,Fruit & Veg
DON BEST DRESSED SLD X6 170G,8.00,3.50,3.50,28.00,0.01%,Fruit & Veg
DON CAESAR SALAD 250G X6 250G,23.00,3.00,3.00,69.00,0.02%,Fruit & Veg
DONN ITALIAN MIX 170G X6 170G,7.00,2.50,2.50,17.50,0.00%,Fruit & Veg
DONNELLY ICEBERG LETTUCE 200G,1.00,2.00,2.00,2.00,0.00%,Fruit & Veg
F/CHOICE LEEKS LOOSE 500G,13.00,2.00,2.00,26.00,0.01%,Fruit & Veg
F/CHOICE MELLONS YELLOW 1,3.00,2.99,2.99,8.97,0.00%,Fruit & Veg
5 A DAY FRUIT PK X10 1,55.00,2.00,2.00,110.00,0.03%,Fruit & Veg
FC APPLE COOKERS 4PK X10 4PK,6.00,2.00,2.00,12.00,0.00%,Fruit & Veg
FC APPLE GALA TRAY 6PK X6 6PK,36.00,3.00,3.00,108.00,0.03%,Fruit & Veg
FC APPLE GRANNY TRAY 6X11 6PK,18.00,3.00,3.00,54.00,0.01%,Fruit & Veg
FC APPLE PINK LADY 6X11 6PK,6.00,3.00,3.00,18.00,0.00%,Fruit & Veg
FC AVOCADOES 2PK X 6 2PK,17.00,3.99,3.99,67.83,0.02%,Fruit & Veg
FC BABY BEETROOT TRAY 350G,6.00,2.25,2.25,13.50,0.00%,Fruit & Veg
